40222.000000  31 70
40222.000000  31 70
40330.000000  91 70
40354.000000  105 70
40368.000000  113 70
40472.000000  175 70
40496.000000  190 70
40514.000000  201 70
40574.000000  237 70
40668.000000  293 70
40694.000000  309 70
40756.000000  346 70
40782.000000  362 70
40796.000000  371 70
40796.000000  371 70
40848.000000  402 70
40880.000000  421 70
40902.000000  434 70
40936.000000  455 70
40990.000000  487 70
40992.000000  489 70
41026.000000  509 70
41084.000000  544 70
41116.000000  563 70
41116.000000  563 70
41164.000000  592 70
41210.000000  620 70
41242.000000  639 70
41302.000000  676 70
41334.000000  695 70
41386.000000  726 70
41398.000000  733 70
41440.000000  759 70
41556.000000  829 70
41614.000000  864 70
41648.000000  885 70
41672.000000  899 70
41730.000000  934 70
41764.000000  954 70
41794.000000  973 70
41832.000000  995 70
41844.000000  1003 70
41882.000000  1026 70
41916.000000  1046 70
41932.000000  1056 70
41988.000000  1090 70
42024.000000  1111 70
42050.000000  1127 70
42098.000000  1156 70
42110.000000  1163 70
42174.000000  1202 70
42234.000000  1238 70
42234.000000  1238 70
42234.000000  1238 70
42482.000000  1388 70
42484.000000  1389 70
42608.000000  1464 70
42686.000000  1511 70
42712.000000  1527 70
42766.000000  1560 70
42802.000000  1581 70
42804.000000  1583 70
42828.000000  1597 70
42862.000000  1618 70
42916.000000  1650 70
42970.000000  1683 70
43024.000000  1715 70
43046.000000  1729 70
43094.000000  1758 70
43094.000000  1758 70
43130.000000  1779 70
43164.000000  1800 70
43164.000000  1800 70
43196.000000  1819 70
43210.000000  1828 70
43230.000000  1840 70
43252.000000  1853 70
43268.000000  1863 70
43284.000000  1873 70
43300.000000  1882 70
43346.000000  1910 70
43346.000000  1910 70
43382.000000  1932 70
43438.000000  1966 70
43472.000000  1986 70
43552.000000  2035 70
43552.000000  2035 70
43588.000000  2056 70
43622.000000  2077 70
43636.000000  2085 70
43692.000000  2119 70
43724.000000  2139 70
43758.000000  2159 70
43814.000000  2193 70
43822.000000  2198 70
43862.000000  2222 70
43902.000000  2246 70
43928.000000  2262 70
43972.000000  2288 70
43984.000000  2296 70
