32782.000000  14 80
32846.000000  49 80
32920.000000  97 80
33030.000000  172 80
33102.000000  221 80
33102.000000  221 80
33198.000000  288 80
33230.000000  310 80
33254.000000  327 80
33254.000000  327 80
33278.000000  343 80
33280.000000  345 80
33326.000000  376 80
33350.000000  393 80
33408.000000  433 80
33434.000000  451 80
33480.000000  483 80
33506.000000  501 80
33522.000000  512 80
33556.000000  536 80
33582.000000  554 80
33638.000000  593 80
33698.000000  634 80
33700.000000  635 80
33734.000000  659 80
33766.000000  681 80
33786.000000  695 80
33804.000000  708 80
33838.000000  731 80
33862.000000  748 80
33884.000000  763 80
33998.000000  842 80
33998.000000  842 80
34082.000000  901 80
34142.000000  942 80
34144.000000  944 80
34200.000000  983 80
34200.000000  983 80
34296.000000  1049 80
34324.000000  1068 80
34326.000000  1070 80
34416.000000  1132 80
34418.000000  1134 80
34472.000000  1171 80
34560.000000  1232 80
34644.000000  1291 80
34706.000000  1333 80
34724.000000  1346 80
34724.000000  1346 80
34790.000000  1392 80
34792.000000  1393 80
34874.000000  1450 80
34902.000000  1469 80
34958.000000  1508 80
34960.000000  1510 80
35020.000000  1551 80
35084.000000  1596 80
35086.000000  1597 80
35196.000000  1673 80
35222.000000  1691 80
35330.000000  1767 80
35376.000000  1799 80
35412.000000  1823 80
35412.000000  1823 80
35412.000000  1823 80
35520.000000  1899 80
35572.000000  1935 80
35572.000000  1935 80
35676.000000  2007 80
35750.000000  2058 80
35848.000000  2126 80
35848.000000  2126 80
35974.000000  2213 80
36012.000000  2240 80
36098.000000  2299 80
36098.000000  2299 80
36134.000000  2325 80
36188.000000  2362 80
36214.000000  2380 80
37412.000000  3211 80
37414.000000  3213 80
37442.000000  3232 80
37444.000000  3233 80
37446.000000  3235 80
37452.000000  3239 80
37474.000000  3254 80
37474.000000  3254 80
37514.000000  3282 80
37516.000000  3283 80
37536.000000  3297 80
37546.000000  3304 80
37566.000000  3318 80
37570.000000  3321 80
37572.000000  3322 80
37594.000000  3337 80
37632.000000  3364 80
37634.000000  3365 80
37650.000000  3376 80
37664.000000  3386 80
37664.000000  3386 80
37680.000000  3397 80
37756.000000  3450 80
37780.000000  3466 80
37782.000000  3468 80
37798.000000  3479 80
37812.000000  3488 80
37828.000000  3499 80
37856.000000  3519 80
37880.000000  3535 80
37910.000000  3556 80
37978.000000  3603 80
38014.000000  3629 80
38036.000000  3644 80
38072.000000  3669 80
38074.000000  3670 80
38124.000000  3705 80
38156.000000  3727 80
38190.000000  3750 80
38242.000000  3786 80
38242.000000  3786 80
38294.000000  3822 80
38346.000000  3859 80
38398.000000  3895 80
38400.000000  3896 80
38434.000000  3919 80
38492.000000  3960 80
38510.000000  3972 80
38566.000000  4011 80
38604.000000  4037 80
38606.000000  4039 80
38636.000000  4059 80
38636.000000  4059 80
38720.000000  4118 80
38722.000000  4119 80
38786.000000  4163 80
38786.000000  4163 80
38852.000000  4209 80
38886.000000  4233 80
38938.000000  4269 80
38938.000000  4269 80
39016.000000  4323 80
39028.000000  4331 80
39048.000000  4345 80
39096.000000  4378 80
39118.000000  4393 80
39166.000000  4427 80
39186.000000  4441 80
39200.000000  4450 80
39244.000000  4481 80
39252.000000  4486 80
39286.000000  4510 80
39288.000000  4511 80
39308.000000  4525 80
39340.000000  4547 80
39368.000000  4567 80
39370.000000  4568 80
39400.000000  4589 80
39402.000000  4590 80
39428.000000  4608 80
39430.000000  4610 80
39460.000000  4630 80
39482.000000  4645 80
39492.000000  4653 80
39526.000000  4676 80
39530.000000  4679 80
39548.000000  4691 80
39584.000000  4716 80
39584.000000  4716 80
39614.000000  4737 80
39656.000000  4766 80
39704.000000  4799 80
39726.000000  4815 80
39742.000000  4826 80
39786.000000  4856 80
39802.000000  4867 80
39838.000000  4892 80
39858.000000  4906 80
39914.000000  4945 80
39946.000000  4967 80
40000.000000  5004 80
40024.000000  5021 80
40038.000000  5031 80
40100.000000  5074 80
40134.000000  5097 80
40156.000000  5112 80
40194.000000  5139 80
40196.000000  5140 80
40222.000000  5158 80
40264.000000  5187 80
40266.000000  5189 80
40300.000000  5212 80
40332.000000  5234 80
40382.000000  5269 80
40414.000000  5291 80
40446.000000  5313 80
40478.000000  5335 80
40548.000000  5384 80
40550.000000  5385 80
40562.000000  5394 80
40584.000000  5409 80
40624.000000  5437 80
40652.000000  5456 80
40654.000000  5457 80
40680.000000  5476 80
40704.000000  5492 80
40740.000000  5517 80
40742.000000  5519 80
40762.000000  5532 80
40778.000000  5543 80
40792.000000  5553 80
40826.000000  5577 80
40828.000000  5578 80
40838.000000  5585 80
40870.000000  5607 80
40870.000000  5607 80
40878.000000  5613 80
40908.000000  5633 80
40940.000000  5656 80
40954.000000  5665 80
40984.000000  5686 80
40984.000000  5686 80
41006.000000  5701 80
41024.000000  5714 80
41038.000000  5724 80
41048.000000  5731 80
41096.000000  5764 80
41136.000000  5791 80
41170.000000  5815 80
41194.000000  5832 80
41194.000000  5832 80
41250.000000  5871 80
41262.000000  5879 80
41296.000000  5903 80
41320.000000  5919 80
41336.000000  5930 80
41370.000000  5954 80
41400.000000  5975 80
41402.000000  5976 80
41426.000000  5993 80
