46272.000000  25 80
46348.000000  71 80
46350.000000  72 80
46426.000000  122 80
46438.000000  130 80
46528.000000  191 80
46530.000000  193 80
46574.000000  223 80
46574.000000  223 80
46660.000000  282 80
46676.000000  293 80
46710.000000  316 80
46732.000000  331 80
46746.000000  341 80
46780.000000  364 80
46834.000000  401 80
46842.000000  406 80
46898.000000  445 80
46912.000000  454 80
46912.000000  454 80
47018.000000  527 80
47040.000000  542 80
47086.000000  574 80
47132.000000  605 80
47206.000000  656 80
47298.000000  719 80
47300.000000  721 80
47332.000000  743 80
47354.000000  758 80
47410.000000  796 80
47412.000000  797 80
47430.000000  810 80
47430.000000  810 80
47464.000000  833 80
47538.000000  884 80
47540.000000  885 80
47580.000000  913 80
47610.000000  933 80
47610.000000  933 80
47634.000000  949 80
47668.000000  973 80
47760.000000  1036 80
47792.000000  1058 80
47818.000000  1076 80
47848.000000  1097 80
47878.000000  1117 80
47944.000000  1162 80
47998.000000  1199 80
48034.000000  1224 80
48058.000000  1241 80
48090.000000  1263 80
48124.000000  1286 80
48160.000000  1311 80
48192.000000  1333 80
48192.000000  1333 80
48302.000000  1408 80
48378.000000  1460 80
48380.000000  1462 80
48400.000000  1475 80
48402.000000  1477 80
48452.000000  1511 80
48478.000000  1529 80
48506.000000  1548 80
48536.000000  1569 80
48548.000000  1577 80
48578.000000  1598 80
48612.000000  1621 80
48634.000000  1636 80
48636.000000  1637 80
48668.000000  1659 80
48690.000000  1675 80
48690.000000  1675 80
48706.000000  1686 80
48736.000000  1706 80
48760.000000  1723 80
48774.000000  1732 80
48808.000000  1756 80
48810.000000  1757 80
48860.000000  1791 80
48888.000000  1811 80
48896.000000  1816 80
48948.000000  1852 80
48984.000000  1877 80
48984.000000  1877 80
49000.000000  1887 80
49000.000000  1887 80
49000.000000  1887 80
49000.000000  1887 80
49042.000000  1916 80
49042.000000  1916 80
49074.000000  1938 80
49124.000000  1973 80
49126.000000  1974 80
49148.000000  1989 80
49172.000000  2006 80
49202.000000  2026 80
49234.000000  2048 80
49260.000000  2066 80
49294.000000  2089 80
49324.000000  2110 80
49328.000000  2113 80
49330.000000  2114 80
49362.000000  2136 80
49364.000000  2137 80
49388.000000  2154 80
49390.000000  2155 80
49502.000000  2232 80
49510.000000  2238 80
49540.000000  2258 80
49560.000000  2272 80
49562.000000  2273 80
49590.000000  2293 80
49608.000000  2305 80
49618.000000  2312 80
49638.000000  2326 80
49696.000000  2365 80
49714.000000  2378 80
49764.000000  2412 80
49766.000000  2413 80
49804.000000  2440 80
49820.000000  2451 80
49820.000000  2451 80
49828.000000  2456 80
49828.000000  2456 80
49860.000000  2478 80
49884.000000  2495 80
49916.000000  2517 80
49946.000000  2537 80
49962.000000  2548 80
49994.000000  2570 80
50024.000000  2591 80
50026.000000  2592 80
50086.000000  2633 80
50088.000000  2635 80
50122.000000  2658 80
50124.000000  2659 80
50150.000000  2677 80
50194.000000  2707 80
50194.000000  2707 80
50232.000000  2733 80
50264.000000  2755 80
50284.000000  2769 80
50298.000000  2779 80
50328.000000  2799 80
50368.000000  2827 80
50396.000000  2846 80
50416.000000  2860 80
50474.000000  2900 80
50490.000000  2911 80
50542.000000  2946 80
50544.000000  2948 80
50566.000000  2963 80
50576.000000  2970 80
50592.000000  2981 80
50620.000000  3000 80
50650.000000  3021 80
50652.000000  3022 80
50658.000000  3026 80
50676.000000  3038 80
50702.000000  3056 80
50704.000000  3058 80
50734.000000  3078 80
50766.000000  3100 80
50818.000000  3136 80
50838.000000  3150 80
50888.000000  3184 80
50912.000000  3201 80
50962.000000  3235 80
51040.000000  3289 80
51046.000000  3293 80
51062.000000  3304 80
51078.000000  3315 80
51118.000000  3342 80
51120.000000  3344 80
51170.000000  3378 80
51224.000000  3415 80
51250.000000  3433 80
51322.000000  3483 80
51324.000000  3484 80
51352.000000  3503 80
51406.000000  3540 80
51408.000000  3541 80
51442.000000  3565 80
51444.000000  3566 80
51446.000000  3568 80
51472.000000  3585 80
51474.000000  3587 80
51500.000000  3605 80
51500.000000  3605 80
51500.000000  3605 80
51526.000000  3623 80
51540.000000  3632 80
51550.000000  3639 80
51550.000000  3639 80
51572.000000  3654 80
51572.000000  3654 80
51588.000000  3665 80
51608.000000  3679 80
51630.000000  3694 80
51630.000000  3694 80
51640.000000  3701 80
51706.000000  3747 80
51722.000000  3757 80
51736.000000  3767 80
51770.000000  3791 80
51834.000000  3835 80
51836.000000  3836 80
51866.000000  3856 80
51868.000000  3858 80
51888.000000  3871 80
51902.000000  3881 80
51904.000000  3883 80
51960.000000  3921 80
52032.000000  3971 80
52044.000000  3979 80
52064.000000  3993 80
52072.000000  3998 80
52096.000000  4015 80
52118.000000  4030 80
52134.000000  4041 80
52138.000000  4043 80
52160.000000  4059 80
52176.000000  4069 80
52192.000000  4081 80
52206.000000  4090 80
52254.000000  4123 80
52276.000000  4138 80
52298.000000  4153 80
52318.000000  4167 80
52342.000000  4184 80
