0.000000 331267.000000
0.000000 331269.000000
0.000000 331271.000000
0.000000 331273.000000
0.000000 331275.000000
0.000000 331277.000000
1.000000 331279.000000
1.000000 331281.000000
1.000000 331283.000000
1.000000 331285.000000
1.000000 331287.000000
1.000000 331289.000000
1.000000 331291.000000
1.000000 331293.000000
1.000000 331295.000000
1.000000 331297.000000
1.000000 331299.000000
1.000000 331301.000000
1.000000 331303.000000
1.000000 331305.000000
1.000000 331307.000000
1.000000 331309.000000
1.000000 331311.000000
1.000000 331313.000000
2.000000 331315.000000
2.000000 331317.000000
2.000000 331319.000000
2.000000 331321.000000
2.000000 331323.000000
2.000000 331325.000000
2.000000 331327.000000
2.000000 331329.000000
2.000000 331331.000000
2.000000 331333.000000
3.000000 331335.000000
3.000000 331337.000000
3.000000 331339.000000
3.000000 331341.000000
3.000000 331343.000000
3.000000 331345.000000
3.000000 331347.000000
3.000000 331349.000000
3.000000 331351.000000
4.000000 331353.000000
4.000000 331355.000000
4.000000 331357.000000
4.000000 331359.000000
4.000000 331361.000000
4.000000 331363.000000
4.000000 331365.000000
5.000000 331367.000000
5.000000 331369.000000
5.000000 331371.000000
5.000000 331373.000000
5.000000 331375.000000
5.000000 331377.000000
5.000000 331379.000000
5.000000 331381.000000
5.000000 331383.000000
6.000000 331385.000000
6.000000 331387.000000
6.000000 331389.000000
6.000000 331391.000000
6.000000 331393.000000
6.000000 331395.000000
7.000000 331397.000000
7.000000 331399.000000
7.000000 331401.000000
7.000000 331403.000000
7.000000 331405.000000
7.000000 331407.000000
7.000000 331409.000000
7.000000 331411.000000
7.000000 331413.000000
8.000000 331415.000000
8.000000 331417.000000
8.000000 331419.000000
8.000000 331421.000000
8.000000 331423.000000
8.000000 331425.000000
9.000000 331427.000000
9.000000 331429.000000
9.000000 331431.000000
9.000000 331433.000000
9.000000 331435.000000
9.000000 331437.000000
9.000000 331439.000000
9.000000 331441.000000
9.000000 331443.000000
10.000000 331445.000000
10.000000 331447.000000
10.000000 331449.000000
10.000000 331451.000000
10.000000 331453.000000
10.000000 331455.000000
10.000000 331457.000000
10.000000 331459.000000
11.000000 331461.000000
11.000000 331463.000000
11.000000 331465.000000
11.000000 331467.000000
11.000000 331469.000000
11.000000 331471.000000
11.000000 331473.000000
11.000000 331475.000000
11.000000 331477.000000
12.000000 331479.000000
12.000000 331481.000000
12.000000 331483.000000
12.000000 331485.000000
12.000000 331487.000000
12.000000 331489.000000
12.000000 331491.000000
12.000000 331493.000000
13.000000 331495.000000
13.000000 331497.000000
13.000000 331499.000000
13.000000 331501.000000
13.000000 331503.000000
13.000000 331505.000000
13.000000 331507.000000
13.000000 331509.000000
13.000000 331511.000000
