10 0.657639 1107.997786 0.004500 0.064408
20 0.670794 1964.607524 0.002500 0.058339
30 0.565524 262.233030 0.021500 0.115995
40 0.803565 583.161641 0.007500 0.014389
50 0.076303 362.203662 0.108500 0.786302
60 0.150943 107.402361 0.185500 0.618971
70 0.081616 192.892444 0.190500 0.773164
80 0.256563 46.768739 0.252500 0.434339
90 0.422035 20.737450 0.353500 0.231659
100 0.282558 28.400017 0.378500 2.522860
