20 0.624410 7.745514 0.670500 0.081155
30 0.635177 7.170084 0.714500 0.075504
40 0.633150 6.432100 0.798500 0.076551
50 0.647165 7.620068 0.662500 0.069465
60 0.650373 7.613817 0.660500 0.067895
70 0.654051 7.626848 0.656500 0.066118
80 0.660227 7.458380 0.666500 0.063189
90 0.660953 7.658960 0.648500 0.062849
100 0.661396 7.631507 0.650500 0.062642
