23613.000000  32 90
23713.000000  101 90
23799.000000  167 90
23799.000000  167 90
23931.000000  269 90
23965.000000  296 90
23997.000000  321 90
24031.000000  347 90
24053.000000  364 90
24087.000000  391 90
24109.000000  408 90
24185.000000  467 90
24205.000000  483 90
24227.000000  500 90
24249.000000  517 90
24319.000000  571 90
24319.000000  571 90
24353.000000  598 90
24437.000000  663 90
24473.000000  691 90
24493.000000  707 90
24527.000000  734 90
24557.000000  757 90
24647.000000  827 90
24669.000000  844 90
24683.000000  855 90
24705.000000  872 90
24705.000000  872 90
24761.000000  916 90
24795.000000  943 90
24877.000000  1006 90
24891.000000  1017 90
24903.000000  1027 90
24935.000000  1052 90
24937.000000  1053 90
24959.000000  1070 90
24985.000000  1091 90
25035.000000  1130 90
25053.000000  1144 90
25117.000000  1194 90
25339.000000  1367 90
25355.000000  1379 90
25461.000000  1462 90
25569.000000  1546 90
26201.000000  2040 90
26405.000000  2199 90
26485.000000  2262 90
26543.000000  2307 90
26599.000000  2351 90
26661.000000  2399 90
26663.000000  2401 90
26917.000000  2599 90
26919.000000  2601 90
26969.000000  2640 90
26969.000000  2640 90
27007.000000  2669 90
27043.000000  2698 90
27081.000000  2727 90
27105.000000  2746 90
27107.000000  2748 90
27159.000000  2788 90
27159.000000  2788 90
27223.000000  2838 90
27225.000000  2840 90
27237.000000  2849 90
27237.000000  2849 90
27259.000000  2866 90
27379.000000  2960 90
27405.000000  2980 90
27443.000000  3010 90
27523.000000  3072 90
27567.000000  3107 90
27589.000000  3124 90
27611.000000  3141 90
27667.000000  3185 90
27679.000000  3194 90
27729.000000  3233 90
27731.000000  3235 90
27781.000000  3274 90
27901.000000  3368 90
27959.000000  3413 90
27993.000000  3440 90
28015.000000  3457 90
28015.000000  3457 90
28045.000000  3480 90
28079.000000  3507 90
28149.000000  3561 90
28149.000000  3561 90
28185.000000  3590 90
28197.000000  3599 90
28223.000000  3619 90
28233.000000  3627 90
28597.000000  3911 90
28621.000000  3930 90
28671.000000  3969 90
28699.000000  3991 90
28699.000000  3991 90
28733.000000  4018 90
28785.000000  4058 90
28967.000000  4201 90
29045.000000  4262 90
29101.000000  4306 90
29195.000000  4379 90
29219.000000  4398 90
29357.000000  4506 90
29427.000000  4560 90
29449.000000  4577 90
29463.000000  4588 90
29463.000000  4588 90
29485.000000  4606 90
29487.000000  4607 90
29507.000000  4623 90
29509.000000  4625 90
29523.000000  4635 90
29597.000000  4693 90
29623.000000  4714 90
29685.000000  4762 90
29741.000000  4806 90
29741.000000  4806 90
29797.000000  4849 90
29799.000000  4851 90
29959.000000  4976 90
30107.000000  5092 90
30133.000000  5112 90
30199.000000  5164 90
30245.000000  5200 90
30303.000000  5245 90
30337.000000  5272 90
30363.000000  5292 90
30397.000000  5319 90
30427.000000  5342 90
30461.000000  5369 90
30493.000000  5394 90
30493.000000  5394 90
30547.000000  5436 90
30609.000000  5484 90
30611.000000  5486 90
30689.000000  5547 90
30709.000000  5562 90
30729.000000  5578 90
30789.000000  5625 90
30791.000000  5627 90
30891.000000  5705 90
30949.000000  5750 90
30963.000000  5761 90
30993.000000  5785 90
30993.000000  5785 90
31047.000000  5827 90
31071.000000  5845 90
31085.000000  5856 90
31117.000000  5881 90
31139.000000  5899 90
31173.000000  5925 90
31195.000000  5942 90
31197.000000  5944 90
31277.000000  6006 90
31365.000000  6075 90
32371.000000  6893 90
32383.000000  6902 90
32383.000000  6902 90
